8.571429e-001 0.000000e+000
1.706385e+000 6.965495e-003
2.547754e+000 2.083228e-002
3.381278e+000 4.153637e-002
4.206985e+000 6.901402e-002
5.024905e+000 1.032017e-001
5.835066e+000 1.440362e-001
6.637496e+000 1.914543e-001
7.432225e+000 2.453933e-001
8.219281e+000 3.057906e-001
8.998694e+000 3.725839e-001
9.770494e+000 4.457110e-001
1.053471e+001 5.251100e-001
1.129137e+001 6.107194e-001
1.204050e+001 7.024777e-001
1.278214e+001 8.003238e-001
1.351632e+001 9.041967e-001
1.424305e+001 1.014036e+000
1.496239e+001 1.129781e+000
1.567435e+001 1.251371e+000
1.637896e+001 1.378747e+000
1.707626e+001 1.511850e+000
1.776628e+001 1.650618e+000
1.844904e+001 1.794994e+000
1.912459e+001 1.944919e+000
1.979294e+001 2.100333e+000
2.045413e+001 2.261179e+000
2.110819e+001 2.427397e+000
2.175516e+001 2.598931e+000
2.239506e+001 2.775723e+000
2.302792e+001 2.957714e+000
2.365378e+001 3.144848e+000
2.427267e+001 3.337069e+000
2.488462e+001 3.534318e+000
2.548966e+001 3.736541e+000
2.608782e+001 3.943681e+000
2.667914e+001 4.155681e+000
2.726364e+001 4.372486e+000
2.784136e+001 4.594042e+000
2.841234e+001 4.820292e+000
2.897659e+001 5.051182e+000
2.953416e+001 5.286658e+000
3.008508e+001 5.526665e+000
3.062937e+001 5.771148e+000
3.116708e+001 6.020055e+000
3.169823e+001 6.273331e+000
3.222285e+001 6.530924e+000
3.274098e+001 6.792780e+000
3.325266e+001 7.058846e+000
3.375790e+001 7.329071e+000
3.425675e+001 7.603402e+000
3.474924e+001 7.881786e+000
3.523540e+001 8.164173e+000
3.571526e+001 8.450510e+000
3.618886e+001 8.740746e+000
3.665623e+001 9.034832e+000
3.711740e+001 9.332716e+000
3.757241e+001 9.634347e+000
3.802128e+001 9.939675e+000
3.846405e+001 1.024865e+001
3.890075e+001 1.056123e+001
3.933142e+001 1.087735e+001
3.975609e+001 1.119697e+001
4.017479e+001 1.152005e+001
4.058755e+001 1.184652e+001
4.099440e+001 1.217636e+001
4.139539e+001 1.250949e+001
4.179054e+001 1.284589e+001
4.217988e+001 1.318550e+001
4.256345e+001 1.352827e+001
4.294128e+001 1.387416e+001
4.331341e+001 1.422311e+001
4.367986e+001 1.457510e+001
4.404067e+001 1.493006e+001
4.439587e+001 1.528795e+001
4.474550e+001 1.564873e+001
4.508958e+001 1.601235e+001
4.542816e+001 1.637877e+001
4.576126e+001 1.674793e+001
4.608892e+001 1.711981e+001
4.641116e+001 1.749435e+001
4.672803e+001 1.787150e+001
4.703955e+001 1.825123e+001
4.734576e+001 1.863350e+001
4.764669e+001 1.901825e+001
4.794238e+001 1.940544e+001
4.823284e+001 1.979504e+001
4.851813e+001 2.018700e+001
4.879826e+001 2.058128e+001
4.907328e+001 2.097783e+001
4.934322e+001 2.137663e+001
4.960810e+001 2.177761e+001
4.986797e+001 2.218074e+001
5.012284e+001 2.258599e+001
5.037276e+001 2.299331e+001
5.061776e+001 2.340266e+001
5.085787e+001 2.381400e+001
5.109312e+001 2.422729e+001
5.132355e+001 2.464249e+001
5.154919e+001 2.505957e+001
5.177006e+001 2.547848e+001
5.198620e+001 2.589918e+001
5.219765e+001 2.632164e+001
5.240443e+001 2.674582e+001
5.260658e+001 2.717168e+001
5.280413e+001 2.759919e+001
5.299710e+001 2.802829e+001
5.318555e+001 2.845897e+001
5.336948e+001 2.889118e+001
5.354895e+001 2.932488e+001
5.372396e+001 2.976004e+001
5.389457e+001 3.019662e+001
5.406080e+001 3.063459e+001
5.422268e+001 3.107391e+001
5.438025e+001 3.151455e+001
5.453353e+001 3.195646e+001
5.468255e+001 3.239962e+001
5.482735e+001 3.284400e+001
5.496797e+001 3.328955e+001
5.510442e+001 3.373624e+001
5.523674e+001 3.418404e+001
5.536497e+001 3.463292e+001
5.548912e+001 3.508283e+001
5.560925e+001 3.553376e+001
5.572536e+001 3.598566e+001
5.583749e+001 3.643851e+001
5.594569e+001 3.689227e+001
5.604996e+001 3.734691e+001
5.615036e+001 3.780239e+001
5.624690e+001 3.825870e+001
5.633962e+001 3.871578e+001
5.642855e+001 3.917362e+001
5.651371e+001 3.963218e+001
5.659514e+001 4.009144e+001
5.667286e+001 4.055135e+001
5.674692e+001 4.101190e+001
5.681733e+001 4.147305e+001
5.688412e+001 4.193477e+001
5.694734e+001 4.239703e+001
5.700700e+001 4.285981e+001
