8.155840e+000 -4.077920e+000 3.979778e-004 0.000000e+000 0.000000e+000 0.000000e+000 9.988823e+000 3.979778e-004 9.988823e+000
1.606626e+001 -8.033132e+000 1.575295e-003 0.000000e+000 0.000000e+000 0.000000e+000 1.967707e+001 1.575295e-003 1.967707e+001
2.373884e+001 -1.186942e+001 3.507603e-003 0.000000e+000 0.000000e+000 0.000000e+000 2.907402e+001 3.507603e-003 2.907402e+001
1.486921e+001 -7.434604e+000 5.375351e-003 0.000000e+000 0.000000e+000 0.000000e+000 1.821099e+001 5.375351e-003 1.821099e+001
2.257868e+001 -1.128934e+001 7.188903e-003 0.000000e+000 0.000000e+000 0.000000e+000 2.765312e+001 7.188903e-003 2.765312e+001
1.374481e+001 -6.872403e+000 8.941557e-003 0.000000e+000 0.000000e+000 0.000000e+000 1.683388e+001 8.941557e-003 1.683388e+001
2.148893e+001 -1.074446e+001 1.064356e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.631846e+001 1.064356e-002 2.631846e+001
1.268865e+001 -6.344323e+000 1.228811e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.554035e+001 1.228811e-002 1.554035e+001
2.046532e+001 -1.023266e+001 1.388535e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.506479e+001 1.388535e-002 2.506479e+001
1.169658e+001 -5.848291e+000 1.542836e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.432533e+001 1.542836e-002 1.432533e+001
1.950383e+001 -9.751915e+000 1.692718e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.388722e+001 1.692718e-002 2.388722e+001
2.707641e+001 -1.353820e+001 1.917077e-002 0.000000e+000 0.000000e+000 0.000000e+000 3.316169e+001 1.917077e-002 3.316169e+001
1.810986e+001 -9.054932e+000 2.133989e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.217996e+001 2.133989e-002 2.217996e+001
2.572540e+001 -1.286270e+001 2.344520e-002 0.000000e+000 0.000000e+000 0.000000e+000 3.150705e+001 2.344520e-002 3.150705e+001
1.680049e+001 -8.400247e+000 2.548030e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.057632e+001 2.548030e-002 2.057632e+001
2.445638e+001 -1.222819e+001 2.745573e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.995283e+001 2.745573e-002 2.995283e+001
1.557059e+001 -7.785293e+000 2.936496e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.906999e+001 2.936496e-002 1.906999e+001
2.326438e+001 -1.163219e+001 3.121839e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.849293e+001 3.121839e-002 2.849293e+001
1.441531e+001 -7.207657e+000 3.300939e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.765508e+001 3.300939e-002 1.765508e+001
2.214471e+001 -1.107236e+001 3.474824e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.712162e+001 3.474824e-002 2.712162e+001
1.333015e+001 -6.665075e+000 3.642819e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.632603e+001 3.642819e-002 1.632603e+001
2.109299e+001 -1.054649e+001 3.805941e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.583353e+001 3.805941e-002 2.583353e+001
1.231084e+001 -6.155418e+000 3.963505e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.507763e+001 3.963505e-002 1.507763e+001
2.010508e+001 -1.005254e+001 4.116519e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.462360e+001 4.116519e-002 2.462360e+001
1.135337e+001 -5.676687e+000 4.264285e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.390499e+001 4.264285e-002 1.390499e+001
1.917712e+001 -9.588561e+000 4.407804e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.348708e+001 4.407804e-002 2.348708e+001
2.676569e+001 -1.338284e+001 4.625964e-002 0.000000e+000 0.000000e+000 0.000000e+000 3.278114e+001 4.625964e-002 3.278114e+001
1.781464e+001 -8.907319e+000 4.836836e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.181839e+001 4.836836e-002 2.181839e+001
2.544519e+001 -1.272259e+001 5.041483e-002 0.000000e+000 0.000000e+000 0.000000e+000 3.116386e+001 5.041483e-002 3.116386e+001
1.653483e+001 -8.267415e+000 5.239259e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.025095e+001 5.239259e-002 2.025095e+001
2.420482e+001 -1.210241e+001 5.431214e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.964473e+001 5.431214e-002 2.964473e+001
1.533268e+001 -7.666339e+000 5.616689e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.877862e+001 5.616689e-002 1.877862e+001
2.303971e+001 -1.151985e+001 5.796722e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.821777e+001 5.796722e-002 2.821777e+001
1.420347e+001 -7.101736e+000 5.970644e-002 0.000000e+000 0.000000e+000 0.000000e+000 1.739563e+001 5.970644e-002 1.739563e+001
2.194529e+001 -1.097265e+001 6.139480e-002 0.000000e+000 0.000000e+000 0.000000e+000 2.687739e+001 6.139480e-002 2.687739e+001
