0.000000  2.079341e+000
0.000100  -3.926375e+000
0.000200  1.397182e+001
0.000300  -3.880401e+001
0.000400  1.173733e+002
0.000500  -3.442362e+002
0.000600  1.020690e+003
0.000700  -3.014682e+003
0.000800  8.916358e+003
0.000900  -2.635857e+004
0.001000  7.793472e+004
0.001100  -2.304166e+005
0.001200  6.812488e+005
0.001300  -2.014162e+006
0.001400  5.955036e+006
0.001500  -1.760653e+007
0.001600  5.205512e+007
0.001700  -1.539051e+008
0.001800  4.550327e+008
0.001900  -1.345341e+009
0.002000  3.977606e+009
0.002100  -1.176011e+010
0.002200  3.476970e+010
0.002300  -1.027994e+011
0.002400  3.039347e+011
0.002500  -8.986072e+011
0.002600  2.656803e+012
0.002700  -7.855052e+012
0.002800  2.322409e+013
0.002900  -6.866386e+013
0.003000  2.030102e+014
0.003100  -6.002158e+014
0.003200  1.774586e+015
0.003300  -5.246704e+015
0.003400  1.551230e+016
0.003500  -4.586334e+016
0.003600  1.355986e+017
0.003700  -4.009082e+017
0.003800  1.185317e+018
0.003900  -3.504484e+018
0.004000  1.036129e+019
0.004100  -3.063397e+019
0.004200  9.057176e+019
0.004300  -2.677826e+020
0.004400  7.917207e+020
0.004500  -2.340785e+021
0.004600  6.920719e+021
0.004700  -2.046166e+022
0.004800  6.049652e+022
0.004900  -1.788628e+023
0.005000  5.288221e+023
0.005100  -1.563505e+024
0.005200  4.622626e+024
0.005300  -1.366716e+025
0.005400  4.040805e+025
0.005500  -1.194696e+026
0.005600  3.532215e+026
0.005700  -1.044328e+027
0.005800  3.087638e+027
0.005900  -9.128847e+027
0.006000  2.699016e+028
0.006100  -7.979857e+028
0.006200  2.359308e+029
0.006300  -6.975482e+029
0.006400  2.062357e+030
0.006500  -6.097521e+030
0.006600  1.802781e+031
0.006700  -5.330065e+031
0.006800  1.575876e+032
0.006900  -4.659203e+032
0.007000  1.377531e+033
0.007100  -4.072779e+033
0.007200  1.204150e+034
0.007300  -1.#IND00e+000
0.007400  -1.#IND00e+000
0.007500  -1.#IND00e+000
0.007600  -1.#IND00e+000
0.007700  -1.#IND00e+000
0.007800  -1.#IND00e+000
0.007900  -1.#IND00e+000
0.008000  -1.#IND00e+000
0.008100  -1.#IND00e+000
0.008200  -1.#IND00e+000
0.008300  -1.#IND00e+000
0.008400  -1.#IND00e+000
0.008500  -1.#IND00e+000
0.008600  -1.#IND00e+000
0.008700  -1.#IND00e+000
0.008800  -1.#IND00e+000
0.008900  -1.#IND00e+000
0.009000  -1.#IND00e+000
0.009100  -1.#IND00e+000
0.009200  -1.#IND00e+000
0.009300  -1.#IND00e+000
0.009400  -1.#IND00e+000
0.009500  -1.#IND00e+000
0.009600  -1.#IND00e+000
0.009700  -1.#IND00e+000
0.009800  -1.#IND00e+000
0.009900  -1.#IND00e+000
0.010000  -1.#IND00e+000
0.010100  -1.#IND00e+000
0.010200  -1.#IND00e+000
0.010300  -1.#IND00e+000
0.010400  -1.#IND00e+000
0.010500  -1.#IND00e+000
0.010600  -1.#IND00e+000
0.010700  -1.#IND00e+000
0.010800  -1.#IND00e+000
0.010900  -1.#IND00e+000
0.011000  -1.#IND00e+000
0.011100  -1.#IND00e+000
0.011200  -1.#IND00e+000
0.011300  -1.#IND00e+000
0.011400  -1.#IND00e+000
0.011500  -1.#IND00e+000
0.011600  -1.#IND00e+000
0.011700  -1.#IND00e+000
0.011800  -1.#IND00e+000
0.011900  -1.#IND00e+000
0.012000  -1.#IND00e+000
0.012100  -1.#IND00e+000
0.012200  -1.#IND00e+000
0.012300  -1.#IND00e+000
0.012400  -1.#IND00e+000
0.012500  -1.#IND00e+000
0.012600  -1.#IND00e+000
0.012700  -1.#IND00e+000
0.012800  -1.#IND00e+000
0.012900  -1.#IND00e+000
0.013000  -1.#IND00e+000
0.013100  -1.#IND00e+000
0.013200  -1.#IND00e+000
0.013300  -1.#IND00e+000
0.013400  -1.#IND00e+000
0.013500  -1.#IND00e+000
0.013600  -1.#IND00e+000
0.013700  -1.#IND00e+000
0.013800  -1.#IND00e+000
0.013900  -1.#IND00e+000
0.014000  -1.#IND00e+000
0.014100  -1.#IND00e+000
0.014200  -1.#IND00e+000
0.014300  -1.#IND00e+000
0.014400  -1.#IND00e+000
0.014500  -1.#IND00e+000
0.014600  -1.#IND00e+000
0.014700  -1.#IND00e+000
0.014800  -1.#IND00e+000
0.014900  -1.#IND00e+000
0.015000  -1.#IND00e+000
0.015100  -1.#IND00e+000
0.015200  -1.#IND00e+000
0.015300  -1.#IND00e+000
0.015400  -1.#IND00e+000
0.015500  -1.#IND00e+000
0.015600  -1.#IND00e+000
0.015700  -1.#IND00e+000
0.015800  -1.#IND00e+000
0.015900  -1.#IND00e+000
0.016000  -1.#IND00e+000
0.016100  -1.#IND00e+000
0.016200  -1.#IND00e+000
0.016300  -1.#IND00e+000
0.016400  -1.#IND00e+000
0.016500  -1.#IND00e+000
0.016600  -1.#IND00e+000
0.016700  -1.#IND00e+000
0.016800  -1.#IND00e+000
0.016900  -1.#IND00e+000
0.017000  -1.#IND00e+000
0.017100  -1.#IND00e+000
0.017200  -1.#IND00e+000
0.017300  -1.#IND00e+000
0.017400  -1.#IND00e+000
0.017500  -1.#IND00e+000
0.017600  -1.#IND00e+000
0.017700  -1.#IND00e+000
0.017800  -1.#IND00e+000
0.017900  -1.#IND00e+000
0.018000  -1.#IND00e+000
0.018100  -1.#IND00e+000
0.018200  -1.#IND00e+000
0.018300  -1.#IND00e+000
0.018400  -1.#IND00e+000
0.018500  -1.#IND00e+000
0.018600  -1.#IND00e+000
0.018700  -1.#IND00e+000
0.018800  -1.#IND00e+000
0.018900  -1.#IND00e+000
0.019000  -1.#IND00e+000
0.019100  -1.#IND00e+000
0.019200  -1.#IND00e+000
0.019300  -1.#IND00e+000
0.019400  -1.#IND00e+000
0.019500  -1.#IND00e+000
0.019600  -1.#IND00e+000
0.019700  -1.#IND00e+000
0.019800  -1.#IND00e+000
0.019900  -1.#IND00e+000
0.020000  -1.#IND00e+000
0.020100  -1.#IND00e+000
0.020200  -1.#IND00e+000
0.020300  -1.#IND00e+000
0.020400  -1.#IND00e+000
0.020500  -1.#IND00e+000
0.020600  -1.#IND00e+000
0.020700  -1.#IND00e+000
0.020800  -1.#IND00e+000
0.020900  -1.#IND00e+000
0.021000  -1.#IND00e+000
0.021100  -1.#IND00e+000
0.021200  -1.#IND00e+000
0.021300  -1.#IND00e+000
0.021400  -1.#IND00e+000
0.021500  -1.#IND00e+000
0.021600  -1.#IND00e+000
0.021700  -1.#IND00e+000
0.021800  -1.#IND00e+000
0.021900  -1.#IND00e+000
0.022000  -1.#IND00e+000
0.022100  -1.#IND00e+000
0.022200  -1.#IND00e+000
0.022300  -1.#IND00e+000
0.022400  -1.#IND00e+000
0.022500  -1.#IND00e+000
0.022600  -1.#IND00e+000
0.022700  -1.#IND00e+000
0.022800  -1.#IND00e+000
0.022900  -1.#IND00e+000
0.023000  -1.#IND00e+000
0.023100  -1.#IND00e+000
0.023200  -1.#IND00e+000
0.023300  -1.#IND00e+000
0.023400  -1.#IND00e+000
0.023500  -1.#IND00e+000
0.023600  -1.#IND00e+000
0.023700  -1.#IND00e+000
0.023800  -1.#IND00e+000
0.023900  -1.#IND00e+000
0.024000  -1.#IND00e+000
0.024100  -1.#IND00e+000
0.024200  -1.#IND00e+000
0.024300  -1.#IND00e+000
0.024400  -1.#IND00e+000
0.024500  -1.#IND00e+000
0.024600  -1.#IND00e+000
0.024700  -1.#IND00e+000
0.024800  -1.#IND00e+000
0.024900  -1.#IND00e+000
0.025000  -1.#IND00e+000
0.025100  -1.#IND00e+000
0.025200  -1.#IND00e+000
0.025300  -1.#IND00e+000
0.025400  -1.#IND00e+000
0.025500  -1.#IND00e+000
0.025600  -1.#IND00e+000
0.025700  -1.#IND00e+000
0.025800  -1.#IND00e+000
0.025900  -1.#IND00e+000
0.026000  -1.#IND00e+000
0.026100  -1.#IND00e+000
0.026200  -1.#IND00e+000
0.026300  -1.#IND00e+000
0.026400  -1.#IND00e+000
0.026500  -1.#IND00e+000
0.026600  -1.#IND00e+000
0.026700  -1.#IND00e+000
0.026800  -1.#IND00e+000
0.026900  -1.#IND00e+000
0.027000  -1.#IND00e+000
0.027100  -1.#IND00e+000
0.027200  -1.#IND00e+000
0.027300  -1.#IND00e+000
0.027400  -1.#IND00e+000
0.027500  -1.#IND00e+000
0.027600  -1.#IND00e+000
0.027700  -1.#IND00e+000
0.027800  -1.#IND00e+000
0.027900  -1.#IND00e+000
0.028000  -1.#IND00e+000
0.028100  -1.#IND00e+000
0.028200  -1.#IND00e+000
0.028300  -1.#IND00e+000
0.028400  -1.#IND00e+000
0.028500  -1.#IND00e+000
0.028600  -1.#IND00e+000
0.028700  -1.#IND00e+000
0.028800  -1.#IND00e+000
