5.024898e-003 0.000000e+000
1.004979e-002 5.024898e-011
1.507468e-002 1.507469e-010
2.009957e-002 3.014937e-010
2.512446e-002 5.024895e-010
3.014934e-002 7.537340e-010
3.517422e-002 1.055227e-009
4.019909e-002 1.406970e-009
4.522397e-002 1.808961e-009
5.024884e-002 2.261200e-009
5.527370e-002 2.763689e-009
6.029856e-002 3.316425e-009
6.532343e-002 3.919411e-009
7.034828e-002 4.572645e-009
7.537314e-002 5.276129e-009
8.039798e-002 6.029860e-009
8.542283e-002 6.833840e-009
9.044767e-002 7.688068e-009
9.547251e-002 8.592544e-009
1.004974e-001 9.547271e-009
1.055222e-001 1.055224e-008
1.105470e-001 1.160747e-008
1.155718e-001 1.271294e-008
1.205967e-001 1.386865e-008
1.256215e-001 1.507462e-008
1.306463e-001 1.633084e-008
1.356711e-001 1.763730e-008
1.406959e-001 1.899401e-008
1.457207e-001 2.040097e-008
1.507455e-001 2.185818e-008
1.557703e-001 2.336563e-008
1.607951e-001 2.492333e-008
1.658199e-001 2.653129e-008
1.708447e-001 2.818949e-008
1.758695e-001 2.989793e-008
1.808943e-001 3.165663e-008
1.859191e-001 3.346558e-008
1.909439e-001 3.532476e-008
1.959686e-001 3.723421e-008
2.009934e-001 3.919389e-008
2.060182e-001 4.120383e-008
2.110430e-001 4.326401e-008
2.160677e-001 4.537444e-008
2.210925e-001 4.753512e-008
2.261172e-001 4.974604e-008
2.311420e-001 5.200722e-008
2.361667e-001 5.431864e-008
2.411915e-001 5.668030e-008
2.462162e-001 5.909222e-008
2.512410e-001 6.155438e-008
2.562657e-001 6.406680e-008
2.612904e-001 6.662945e-008
2.663152e-001 6.924236e-008
2.713399e-001 7.190550e-008
2.763646e-001 7.461890e-008
2.813893e-001 7.738254e-008
2.864141e-001 8.019644e-008
2.914388e-001 8.306058e-008
2.964635e-001 8.597497e-008
3.014882e-001 8.893961e-008
3.065129e-001 9.195448e-008
3.115376e-001 9.501962e-008
3.165623e-001 9.813499e-008
3.215870e-001 1.013006e-007
3.266117e-001 1.045165e-007
3.316364e-001 1.077826e-007
3.366611e-001 1.110990e-007
3.416858e-001 1.144656e-007
3.467104e-001 1.178824e-007
3.517351e-001 1.213495e-007
3.567598e-001 1.248669e-007
3.617844e-001 1.284345e-007
3.668091e-001 1.320523e-007
3.718338e-001 1.357204e-007
3.768584e-001 1.394388e-007
3.818831e-001 1.432073e-007
3.869078e-001 1.470262e-007
3.919324e-001 1.508952e-007
3.969570e-001 1.548146e-007
4.019817e-001 1.587841e-007
4.070063e-001 1.628040e-007
4.120310e-001 1.668740e-007
4.170556e-001 1.709943e-007
4.220802e-001 1.751649e-007
4.271049e-001 1.793857e-007
4.321295e-001 1.836568e-007
4.371541e-001 1.879780e-007
4.421787e-001 1.923496e-007
4.472033e-001 1.967714e-007
4.522279e-001 2.012434e-007
4.572525e-001 2.057657e-007
4.622771e-001 2.103382e-007
4.673018e-001 2.149610e-007
4.723264e-001 2.196340e-007
4.773510e-001 2.243573e-007
4.823756e-001 2.291307e-007
4.874001e-001 2.339545e-007
4.924247e-001 2.388285e-007
4.974493e-001 2.437528e-007
5.024739e-001 2.487273e-007
5.074984e-001 2.537520e-007
5.125230e-001 2.588270e-007
5.175475e-001 2.639522e-007
5.225721e-001 2.691277e-007
5.275967e-001 2.743534e-007
5.326212e-001 2.796294e-007
5.376458e-001 2.849556e-007
5.426702e-001 2.903320e-007
5.476948e-001 2.957587e-007
5.527194e-001 3.012357e-007
5.577439e-001 3.067629e-007
5.627685e-001 3.123403e-007
5.677930e-001 3.179680e-007
5.728176e-001 3.236460e-007
5.778421e-001 3.293741e-007
5.828667e-001 3.351525e-007
5.878912e-001 3.409812e-007
5.929158e-001 3.468601e-007
5.979403e-001 3.527893e-007
6.029648e-001 3.587687e-007
6.079893e-001 3.647984e-007
6.130137e-001 3.708782e-007
